time_period,index,Norm_Ret_F6M,Rank_F6M
2010_2,2010_2_nyxb7sjr,0.205810073,137
2010_2,2010_2_gk9ee5jt,-0.323120012,225
2010_2,2010_2_vzgs63n3,-0.389674008,238
2010_2,2010_2_tl7wd5ke,0.617706386,64
2010_2,2010_2_v05e70m0,-0.27065523,215
2010_2,2010_2_bydv1jm5,-0.795102557,291
2010_2,2010_2_cs5x3x9p,0.299429892,117
2010_2,2010_2_6ea5a6wq,0.217206257,132
2010_2,2010_2_duhukyjt,-1.155700308,324
2010_2,2010_2_hxzjm6qk,-0.014532443,178
2010_2,2010_2_4pllrnid,-0.869012356,299
2010_2,2010_2_ow3lp8br,0.256979937,123
2010_2,2010_2_absmb4ys,0.28095224,118
2010_2,2010_2_pwvc6qv8,-1.445835667,339
2010_2,2010_2_ycuqoo70,1.127491627,26
2010_2,2010_2_0oj0yskv,0.772865714,53
2010_2,2010_2_0nu6pusn,0.981315622,41
2010_2,2010_2_0jpjalaw,0.205296648,138
2010_2,2010_2_v8vm85bm,0.464559989,84
2010_2,2010_2_y8vwj4a2,0.713248787,58
2010_2,2010_2_y4i2v93w,0.438217516,93
2010_2,2010_2_2qj7ukht,-0.141034666,198
2010_2,2010_2_3ym341ak,-0.671106895,276
2010_2,2010_2_4907ll6t,-1.612050944,344
2010_2,2010_2_w94jh8vk,0.254678646,124
2010_2,2010_2_not6x7oa,-0.534221499,258
2010_2,2010_2_urmevn3v,0.386907785,101
2010_2,2010_2_z5c9wcwg,-0.078271042,190
2010_2,2010_2_gunxq22p,-0.609700675,263
2010_2,2010_2_182w3vpi,1.808836381,14
2010_2,2010_2_vwyj9yng,0.248730512,126
2010_2,2010_2_id4qz0p2,-0.628127257,269
2010_2,2010_2_3sc18ka9,0.179628131,142
2010_2,2010_2_okwuo6fc,-0.762379628,288
2010_2,2010_2_pnx0agr4,-0.968174669,313
2010_2,2010_2_mb9uq5u8,-0.210079339,202
2010_2,2010_2_x5cmiz43,-0.738426871,287
2010_2,2010_2_k4eda2sn,0.44107511,92
2010_2,2010_2_llsmmqrd,-0.765685802,289
2010_2,2010_2_ah6p5p10,-0.263017894,211
2010_2,2010_2_a34xqke7,-0.000941451,172
2010_2,2010_2_kd2nafyz,1.070335094,29
2010_2,2010_2_kv1mo7n7,-1.448570893,340
2010_2,2010_2_pdqwrrum,-0.390644514,239
2010_2,2010_2_y84xxtfk,0.571040687,69
2010_2,2010_2_z4ezvnap,0.586198451,67
2010_2,2010_2_rcxjbuyx,1.445011387,19
2010_2,2010_2_tgu37shg,-0.384386054,236
2010_2,2010_2_cxxhaxe4,-0.863757724,297
2010_2,2010_2_8vvr5bi8,-0.329247913,228
2010_2,2010_2_vkx0zo4v,0.560151164,71
2010_2,2010_2_zomyubmv,0.375399161,104
2010_2,2010_2_2h6ckpy2,0.595585614,66
2010_2,2010_2_d7mba4af,1.011370652,37
2010_2,2010_2_fop7r551,-1.335170376,332
2010_2,2010_2_4ddjlcm6,0.177835797,143
2010_2,2010_2_bav79k5a,0.376307552,102
2010_2,2010_2_tbjp8l3x,-0.054296504,183
2010_2,2010_2_77b9o5st,0.406274653,99
2010_2,2010_2_ekswffyf,6.997848528,1
2010_2,2010_2_9x70t7ym,-0.648072892,274
2010_2,2010_2_w0jbk7mr,-1.156129342,325
2010_2,2010_2_9nk5xc3j,-0.494565099,253
2010_2,2010_2_st9c9y22,0.48912409,81
2010_2,2010_2_0ulsnpox,-1.400691938,336
2010_2,2010_2_qwe67a84,0.990247007,40
2010_2,2010_2_7iig2jhy,0.122016006,150
2010_2,2010_2_blu8rybq,0.206017143,136
2010_2,2010_2_zh46wfa0,-0.322513445,224
2010_2,2010_2_54e9ycg7,-1.896178598,347
2010_2,2010_2_g9ry8ort,0.219790136,131
2010_2,2010_2_lb21ulkw,-0.312658032,221
2010_2,2010_2_95n9a37p,0.277658973,120
2010_2,2010_2_kda8z10t,0.754787496,54
2010_2,2010_2_nmgteb0j,0.4496034,87
2010_2,2010_2_9d19pr3j,0.455329571,85
2010_2,2010_2_lrdp1rvk,0.530823206,73
2010_2,2010_2_pzob9rv2,-0.040629311,181
2010_2,2010_2_rpn49bbo,0.089293388,158
2010_2,2010_2_u4fieujt,0.447366458,88
2010_2,2010_2_p0lnaayv,0.05591394,165
2010_2,2010_2_glm97jkn,0.308003356,115
2010_2,2010_2_z4iq5bo7,-0.08932848,193
2010_2,2010_2_ay5mqfqg,0.302754247,116
2010_2,2010_2_i32qt3gf,-0.473983299,248
2010_2,2010_2_3pv5mdmu,-1.020364619,318
2010_2,2010_2_fw0nyim3,-0.498470517,254
2010_2,2010_2_wbldbts5,-0.066395499,186
2010_2,2010_2_0hlf8aw6,0.042002631,168
2010_2,2010_2_tpxrq1xj,-0.369050012,234
2010_2,2010_2_xqw8d1jp,-0.890205562,303
2010_2,2010_2_9ukx3igg,0.659137061,61
2010_2,2010_2_iroxfpwp,-0.944244872,310
2010_2,2010_2_r5os13zn,-0.483473966,250
2010_2,2010_2_d1mbngwu,0.408637314,98
2010_2,2010_2_wx5472q9,0.598697624,65
2010_2,2010_2_54ttr8qa,-0.415838886,242
2010_2,2010_2_bngukpo5,-1.990743047,348
2010_2,2010_2_9niy6rgl,-0.9053426,304
2010_2,2010_2_xp86vk9f,4.086290541,2
2010_2,2010_2_i613vnns,0.647425648,62
2010_2,2010_2_ik27wyh3,0.807982764,49
2010_2,2010_2_dmtgqwkp,-0.258574727,210
2010_2,2010_2_p3z52hn2,0.072781942,160
2010_2,2010_2_z8cla24d,0.332012705,112
2010_2,2010_2_zvlgeuuu,0.275775671,121
2010_2,2010_2_p8y73ypg,0.04653199,167
2010_2,2010_2_5basqj0i,-2.360686138,352
2010_2,2010_2_h36xgt8j,0.784108752,52
2010_2,2010_2_yugd1cyg,-2.071889692,350
2010_2,2010_2_ca3c2wex,-0.617965613,265
2010_2,2010_2_ugdnoyuv,0.206145902,135
2010_2,2010_2_ce4cd4e4,-0.949364477,311
2010_2,2010_2_gellsb1p,-0.225849192,204
2010_2,2010_2_y9j22mhg,-0.71129366,281
2010_2,2010_2_trf3i0wl,-0.678345107,278
2010_2,2010_2_bzhkofuv,0.206791686,134
2010_2,2010_2_uhw0a218,-0.29924904,220
2010_2,2010_2_tg8lmv07,-1.411612239,338
2010_2,2010_2_4wjzudgc,-0.631723838,271
2010_2,2010_2_hbqyn3me,0.694054363,59
2010_2,2010_2_eczw2rg1,0.45040233,86
2010_2,2010_2_r13chpl5,-0.983052451,315
2010_2,2010_2_lkaud1u6,-0.508348828,255
2010_2,2010_2_yhaxwv86,-0.291268118,219
2010_2,2010_2_58f3xoks,2.053101869,11
2010_2,2010_2_rn70ngao,-0.732455033,286
2010_2,2010_2_1uzaiqjt,-0.484932331,251
2010_2,2010_2_grvha279,0.884980869,45
2010_2,2010_2_etxkf57a,0.788638793,51
2010_2,2010_2_7tihy6x0,-0.087679675,192
2010_2,2010_2_s19ldl7f,-0.830345326,293
2010_2,2010_2_74wbym6u,0.110329042,153
2010_2,2010_2_1vnhtfrj,0.186465419,140
2010_2,2010_2_hoen61sf,-0.05428912,182
2010_2,2010_2_h5uoko0c,0.060077125,164
2010_2,2010_2_0d19g5we,-0.612223122,264
2010_2,2010_2_rdxee3g2,0.240384905,128
2010_2,2010_2_elg0qp4u,0.100760685,156
2010_2,2010_2_5ebpy3r7,-2.833231688,353
2010_2,2010_2_x9qxk2uw,-0.221530316,203
2010_2,2010_2_od00p9om,-0.708771213,280
2010_2,2010_2_9j0e9v5h,-0.06553886,185
2010_2,2010_2_caz87ue2,2.208902388,9
2010_2,2010_2_6pobun9c,0.275098799,122
2010_2,2010_2_wr0y7h97,0.100870146,155
2010_2,2010_2_m6ljo640,0.062829664,162
2010_2,2010_2_fd2xiqt1,-0.264262487,212
2010_2,2010_2_esniybv1,-0.236493544,206
2010_2,2010_2_zdzho0ju,1.066887254,30
2010_2,2010_2_1xflexjb,0.23147195,129
2010_2,2010_2_vwmqew63,-0.274701879,217
2010_2,2010_2_g8nuzhu1,-0.285543002,218
2010_2,2010_2_e5l027jm,0.09163464,157
2010_2,2010_2_e9a603zu,0.507274785,78
2010_2,2010_2_4mc2cqjp,0.801824395,50
2010_2,2010_2_2hcu7w33,-0.235846272,205
2010_2,2010_2_lxo3e42m,-0.367015052,233
2010_2,2010_2_rg1j816f,0.829557533,47
2010_2,2010_2_koj9gpm0,0.436314233,94
2010_2,2010_2_zmsuy54d,-0.25311259,209
2010_2,2010_2_nz1843bb,-1.406109707,337
2010_2,2010_2_93wfglja,0.443840928,90
2010_2,2010_2_h9muztso,-0.638696836,272
2010_2,2010_2_hskp1402,-0.323772435,226
2010_2,2010_2_a1aafk2e,-0.596745103,262
2010_2,2010_2_53nbiejz,0.002431678,170
2010_2,2010_2_hho65bgr,0.214711176,133
2010_2,2010_2_l9vi62f4,-0.474933452,249
2010_2,2010_2_77hyy1iu,1.171628798,25
2010_2,2010_2_0hi1ivon,-0.712450262,282
2010_2,2010_2_sjczjbb2,0.130979969,148
2010_2,2010_2_b4dznkvt,0.376231351,103
2010_2,2010_2_v15kzmi9,-0.011023977,175
2010_2,2010_2_17e8qqli,-0.90553757,305
2010_2,2010_2_e8y4324q,0.134256233,146
2010_2,2010_2_6goyr8um,0.336280883,111
2010_2,2010_2_9k5zlnf4,-0.246083372,208
2010_2,2010_2_dn3yv3pq,-2.285515922,351
2010_2,2010_2_kww1p1ro,0.497102034,80
2010_2,2010_2_227gt3ko,-2.885947598,354
2010_2,2010_2_f2go9x4j,1.056094533,34
2010_2,2010_2_a5j0jwj0,1.02075856,35
2010_2,2010_2_rbz59o6f,-1.056109706,321
2010_2,2010_2_p6ki3jlm,-0.013158035,177
2010_2,2010_2_0w8xndsp,0.001506285,171
2010_2,2010_2_jtvlcxqg,-1.304115427,329
2010_2,2010_2_rtl3vwft,2.489761969,5
2010_2,2010_2_zuyigh09,0.110575329,152
2010_2,2010_2_n2xdkwo7,0.500563215,79
2010_2,2010_2_z83cih7t,-0.994494493,316
2010_2,2010_2_iznp8z9c,-0.165263745,199
2010_2,2010_2_soqz0o0v,-0.353036044,231
2010_2,2010_2_h7fv76fr,1.428535311,20
2010_2,2010_2_2dzv65at,-1.129176642,323
2010_2,2010_2_nwmd3fhs,-0.814816983,292
2010_2,2010_2_9g0by5kc,-1.369665285,334
2010_2,2010_2_rxqd1wb9,-0.888613659,302
2010_2,2010_2_qah6t0nh,0.7470129,56
2010_2,2010_2_vdl32j40,0.343654495,106
2010_2,2010_2_gubr7ju7,-0.880398984,301
2010_2,2010_2_byxwfjar,0.967920592,43
2010_2,2010_2_w805qlz9,-0.056214619,184
2010_2,2010_2_pdxj8hy3,0.338310693,109
2010_2,2010_2_tqghl9op,0.088791132,159
2010_2,2010_2_w4jac3m8,0.996836519,38
2010_2,2010_2_lw0i7ty6,0.991076219,39
2010_2,2010_2_lqb4sw2l,-0.724640164,284
2010_2,2010_2_b6nqlo3j,0.069325972,161
2010_2,2010_2_k2bixiyb,0.446442554,89
2010_2,2010_2_sfpwwb2s,-0.618446833,266
2010_2,2010_2_976f209h,-0.575163508,260
2010_2,2010_2_qqm4qm8b,0.678818227,60
2010_2,2010_2_fm3u39sw,-0.406794999,241
2010_2,2010_2_paojtudb,0.18515685,141
2010_2,2010_2_atbntvs4,-0.57685271,261
2010_2,2010_2_et3bg3f7,0.976692254,42
2010_2,2010_2_cche5go7,-0.197820558,201
2010_2,2010_2_zevrqoik,-0.313791302,222
2010_2,2010_2_m6pbj0g6,-0.879945502,300
2010_2,2010_2_u1vds9ak,0.422433205,96
2010_2,2010_2_cecotiwz,0.220566107,130
2010_2,2010_2_f83k3zmz,-0.09965655,194
2010_2,2010_2_5ox8n1tu,1.213990079,23
2010_2,2010_2_sgvsewzi,-0.437276208,246
2010_2,2010_2_2d6fuk21,-1.031755716,319
2010_2,2010_2_v5nlko43,-1.265762074,327
2010_2,2010_2_yemioqid,0.748405799,55
2010_2,2010_2_2gtrjxdy,0.514603967,77
2010_2,2010_2_mqzf1fgl,-0.916556101,307
2010_2,2010_2_7h7gzfq7,-1.330669748,331
2010_2,2010_2_tmzi5s3o,0.246223578,127
2010_2,2010_2_t0jtgfm1,-0.071865764,188
2010_2,2010_2_0i7cdact,-1.399936693,335
2010_2,2010_2_80zukhpq,0.808482785,48
2010_2,2010_2_35xtjrxq,-0.792909983,290
2010_2,2010_2_5zaweirb,2.460928262,6
2010_2,2010_2_pmgi1dva,0.123674429,149
2010_2,2010_2_9sfywh7w,-1.271821159,328
2010_2,2010_2_2u5ehx7u,-0.85992075,296
2010_2,2010_2_wubh0mmd,-0.620986654,267
2010_2,2010_2_fehq4qxs,-0.335451642,229
2010_2,2010_2_787tx3dc,0.564158286,70
2010_2,2010_2_cm6g26wd,-0.315760486,223
2010_2,2010_2_qtct6jly,1.058148046,31
2010_2,2010_2_975zfol6,-0.488596612,252
2010_2,2010_2_cvgwea8g,1.840365786,13
2010_2,2010_2_o0y5sp4r,-0.272294479,216
2010_2,2010_2_jg2vlv27,-1.85767725,345
2010_2,2010_2_08u1oatb,0.062534541,163
2010_2,2010_2_gnomqave,0.175058127,144
2010_2,2010_2_9oacvc2g,0.519787983,76
2010_2,2010_2_16o2mifi,-0.723627897,283
2010_2,2010_2_rubbhby0,-0.007020516,173
2010_2,2010_2_sxmkurvp,-2.03615863,349
2010_2,2010_2_mf6mu9mn,-0.264785468,213
2010_2,2010_2_vd0mk7lf,-1.231459405,326
2010_2,2010_2_9nybe498,-0.388332861,237
2010_2,2010_2_8ixuiuzv,0.904977201,44
2010_2,2010_2_v129dc49,-0.918563386,308
2010_2,2010_2_4t0318l4,0.11212212,151
2010_2,2010_2_0yqza6qn,-0.852924792,294
2010_2,2010_2_ov795ckx,-1.326217396,330
2010_2,2010_2_pry6y3hz,0.74496826,57
2010_2,2010_2_9s4mealk,-0.730591277,285
2010_2,2010_2_4jvgl3u5,0.422118784,97
2010_2,2010_2_e4iqyfnf,1.079504017,28
2010_2,2010_2_n0yvlzru,0.339732509,107
2010_2,2010_2_xs03gjpl,-0.92137655,309
2010_2,2010_2_mr97ai8b,0.050532472,166
2010_2,2010_2_7w6kww8r,-0.42364153,243
2010_2,2010_2_vx7xldxx,0.528268244,74
2010_2,2010_2_3f9xbro1,-0.978804502,314
2010_2,2010_2_iq0yawb6,0.550940107,72
2010_2,2010_2_izmujpli,-0.94960822,312
2010_2,2010_2_0sthkacq,1.10438918,27
2010_2,2010_2_pbo5dn4y,0.315811895,114
2010_2,2010_2_54l1r8w3,1.608138854,16
2010_2,2010_2_m70okxgt,-0.359240146,232
2010_2,2010_2_jvd2jw48,-0.69806369,279
2010_2,2010_2_s37atd4h,0.873629797,46
2010_2,2010_2_b4ywelez,0.638253809,63
2010_2,2010_2_sy5c444s,-1.336058041,333
2010_2,2010_2_fab9wlug,-0.514428948,257
2010_2,2010_2_dfn04tab,1.013115019,36
2010_2,2010_2_agl1izoa,0.394595012,100
2010_2,2010_2_eoekbn7c,-0.010516509,174
2010_2,2010_2_6o1gmfbe,0.43085644,95
2010_2,2010_2_nzxq3bl0,-0.027118925,180
2010_2,2010_2_hgj84r6k,2.13274454,10
2010_2,2010_2_duqd13xr,-0.132860698,195
2010_2,2010_2_a2qzannl,0.316585694,113
2010_2,2010_2_k3farz4a,-1.480485646,341
2010_2,2010_2_6y1dgch0,-0.646551667,273
2010_2,2010_2_87lzhh9b,-0.069770862,187
2010_2,2010_2_armv4hm8,-0.376984333,235
2010_2,2010_2_xwhrgdmy,3.836308253,3
2010_2,2010_2_mjyfkdap,0.022979101,169
2010_2,2010_2_e9nkhrf5,0.470454137,83
2010_2,2010_2_eszcjpt4,0.277838058,119
2010_2,2010_2_vo4abvg6,1.547337029,18
2010_2,2010_2_ksqe8e1n,-0.676620783,277
2010_2,2010_2_q7wqgxg0,0.104863182,154
2010_2,2010_2_lt77ua1g,-0.443901152,247
2010_2,2010_2_l7tjz87r,0.171084327,145
2010_2,2010_2_135v8hqj,-0.541501907,259
2010_2,2010_2_fzuzis17,-0.853938549,295
2010_2,2010_2_gvxjbv37,1.802070205,15
2010_2,2010_2_blgbd37c,-0.513175854,256
2010_2,2010_2_9xb1dlth,-0.864644272,298
2010_2,2010_2_xtxofntx,-0.395476815,240
2010_2,2010_2_u24hc1pw,1.057426062,33
2010_2,2010_2_ju7q3ep7,-0.169574119,200
2010_2,2010_2_hnas6i3u,1.324235335,21
2010_2,2010_2_pmc6aa18,0.252585977,125
2010_2,2010_2_qajrta1p,-1.598381145,343
2010_2,2010_2_ezu1qsub,1.202884612,24
2010_2,2010_2_fobcaqdq,2.34347731,7
2010_2,2010_2_m7fmj08e,0.343724056,105
2010_2,2010_2_f7kidoxf,-1.894511984,346
2010_2,2010_2_kc6v3xxr,-0.626134059,268
2010_2,2010_2_gu0vlwf7,-0.328300304,227
2010_2,2010_2_j0qyfvni,0.195964277,139
2010_2,2010_2_9g8n1c19,1.588161138,17
2010_2,2010_2_urddeijd,-0.349170216,230
2010_2,2010_2_rwme303b,0.338834419,108
2010_2,2010_2_jts7elak,0.133444024,147
2010_2,2010_2_8zmsbjsp,1.246463369,22
2010_2,2010_2_y7j6a9md,-0.431792973,245
2010_2,2010_2_zk2gi8vb,0.336722513,110
2010_2,2010_2_8stxisg9,-0.630123806,270
2010_2,2010_2_2tqo4m58,-1.04232635,320
2010_2,2010_2_ei8jimyt,1.856351521,12
2010_2,2010_2_tnr78xay,-0.012675761,176
2010_2,2010_2_8hcfg0xt,-0.081696729,191
2010_2,2010_2_p0lsbgbk,-0.42874525,244
2010_2,2010_2_7m59oazy,-1.514684253,342
2010_2,2010_2_03nbleya,0.578947642,68
2011_1,2011_1_lf0cdvsb,0.135899687,162
2011_1,2011_1_tx107auv,-1.459806843,320
2011_1,2011_1_kbciq95f,0.649080991,88
2011_1,2011_1_c3ekzb5x,-0.358872968,237
2011_1,2011_1_zfkl2lkd,-0.614629299,265
2011_1,2011_1_7e57cnj7,-1.17270707,305
2011_1,2011_1_21b1s0xt,-0.372681955,240
2011_1,2011_1_2iuz4l7y,0.532347287,106
2011_1,2011_1_3lg7hlbe,0.119434833,168
2011_1,2011_1_6g76x5mj,-1.222841378,308
2011_1,2011_1_536pthmn,0.16173154,157
2011_1,2011_1_55wvfrct,-0.989664041,296
2011_1,2011_1_1t7bb297,0.501763716,108
2011_1,2011_1_ryhmg1y1,-0.067068282,198
2011_1,2011_1_4g39g7sq,-1.144460627,304
2011_1,2011_1_k7oqyyxm,0.874721095,57
2011_1,2011_1_ch385di3,0.932446286,51
2011_1,2011_1_rzahahgm,1.371866509,19
2011_1,2011_1_hy6psr8p,-0.125970432,205
2011_1,2011_1_ytfuu3jc,0.468790714,114
2011_1,2011_1_5oukpx2p,-0.585548448,262
2011_1,2011_1_t3r9vw4q,-0.517942461,257
2011_1,2011_1_ce0g12nd,-0.208986298,218
2011_1,2011_1_dlycdggb,-0.253684314,227
2011_1,2011_1_ilfydn7y,0.046680402,176
2011_1,2011_1_4mfha3ni,0.401163197,122
2011_1,2011_1_a8x3skbo,-0.49680265,254
2011_1,2011_1_1v8g2mm3,0.617746324,93
2011_1,2011_1_kkovp05o,1.682364356,11
2011_1,2011_1_93obogyd,-1.628061441,330
2011_1,2011_1_a3gyc7ie,-0.360343217,239
2011_1,2011_1_oejh0cqp,-0.868449501,286
2011_1,2011_1_q8zgswbn,-0.112923014,203
2011_1,2011_1_lptrjdie,0.095558241,172
2011_1,2011_1_gnpczbdi,-0.187281907,216
2011_1,2011_1_40jfgsjd,1.211194486,30
2011_1,2011_1_wron685t,0.146579964,159
2011_1,2011_1_kljij12b,-1.412857469,317
2011_1,2011_1_l8w1q93e,0.813340584,70
2011_1,2011_1_kemeogxs,-1.138968345,303
2011_1,2011_1_1zci9li2,0.139920785,161
2011_1,2011_1_k0vci8sm,1.532470665,15
2011_1,2011_1_z30w2ajv,-1.470793983,321
2011_1,2011_1_mxlf18of,0.287374436,142
2011_1,2011_1_rf0nqc84,-2.541013644,343
2011_1,2011_1_5cbrj4nk,1.047956694,40
2011_1,2011_1_0bugkrqf,-0.481916105,253
2011_1,2011_1_88kp8e5n,1.026224395,44
2011_1,2011_1_faimqc5f,-1.347826845,315
2011_1,2011_1_q9c4u0gf,0.708726281,84
2011_1,2011_1_en7bbsyq,0.833917922,65
2011_1,2011_1_ry16bzmr,-1.286003856,313
2011_1,2011_1_tms34fk2,0.161218972,158
2011_1,2011_1_4illr6v5,1.275468045,26
2011_1,2011_1_43zn2lvb,-0.75708861,279
2011_1,2011_1_eneji482,-0.440785475,248
2011_1,2011_1_xqur4sao,0.833823786,66
2011_1,2011_1_ogx5hptl,2.549105468,2
2011_1,2011_1_scq7xw6d,2.026561203,6
2011_1,2011_1_pu97hiji,0.569766431,100
2011_1,2011_1_8pir54yt,-0.036652799,192
2011_1,2011_1_7auvgg4i,-0.336674086,235
2011_1,2011_1_u0jesyl5,0.577150261,99
2011_1,2011_1_qlpltq28,0.907670344,52
2011_1,2011_1_m799g4b3,0.3856256,127
2011_1,2011_1_4y46k1rx,-0.027218811,191
2011_1,2011_1_xixtzz58,0.018455958,182
2011_1,2011_1_u0o6g7c7,-0.382561991,243
2011_1,2011_1_wky6q7p9,0.018266224,183
2011_1,2011_1_8t6tj624,-0.209663209,219
2011_1,2011_1_lumi1s9t,1.628286119,12
2011_1,2011_1_xvulg6bk,0.78670457,76
2011_1,2011_1_kw2ip74n,-0.150397329,210
2011_1,2011_1_hdce2w23,0.311645767,137
2011_1,2011_1_h164xf7g,0.553036195,104
2011_1,2011_1_qn6m3dnn,0.214886791,152
2011_1,2011_1_kkpelsap,-0.12587068,204
2011_1,2011_1_qlw52wrt,0.183581377,153
2011_1,2011_1_n8mp47dq,0.881899864,55
2011_1,2011_1_sl3byh7u,1.564470776,14
2011_1,2011_1_zs4389fd,0.633233021,91
2011_1,2011_1_706liydt,-1.592720888,329
2011_1,2011_1_80k86z7a,1.351446083,20
2011_1,2011_1_rupdsi2i,-0.422826327,247
2011_1,2011_1_vfal2omg,0.867229146,59
2011_1,2011_1_0p8rl0qd,-1.485345758,323
2011_1,2011_1_71qbxl45,1.035125864,42
2011_1,2011_1_t1hdkq7w,-0.04571744,195
2011_1,2011_1_iqnqidmd,1.963296281,7
2011_1,2011_1_uc6qlgle,0.489375775,110
2011_1,2011_1_uf1afb8x,-2.08165169,341
2011_1,2011_1_n9y3pz0z,0.393734083,126
2011_1,2011_1_d5kd014o,-0.245031904,225
2011_1,2011_1_ay3c1y7x,0.309285295,138
2011_1,2011_1_eu5z58yf,0.323060466,135
2011_1,2011_1_4gi8rks0,-0.499153409,255
2011_1,2011_1_77klywmh,0.735020563,82
2011_1,2011_1_6v8kbg0a,0.042206996,177
2011_1,2011_1_m05x3hyk,0.623572733,92
2011_1,2011_1_6lc6023l,0.827550921,67
2011_1,2011_1_crhip8he,0.504427247,107
2011_1,2011_1_wgkck2k6,0.113323151,170
2011_1,2011_1_4xm1u07v,-0.13912907,208
2011_1,2011_1_wgy6qnn5,-0.380572504,242
2011_1,2011_1_qov0wx60,0.357453109,132
2011_1,2011_1_x83k5u2i,2.155014187,3
2011_1,2011_1_ii4a4z80,0.582199773,97
2011_1,2011_1_h3wwokba,2.046816408,5
2011_1,2011_1_mx5wbsb2,0.477476707,112
2011_1,2011_1_g2y6a7jd,0.660590177,87
2011_1,2011_1_jror5mrq,1.05398056,39
2011_1,2011_1_vk6nqhjr,0.607391398,94
2011_1,2011_1_v3fgfta7,-0.650066328,270
2011_1,2011_1_nt8ynw6h,-1.263198504,310
2011_1,2011_1_b34t09f4,-0.27565555,228
2011_1,2011_1_0biu2eg1,2.062361026,4
2011_1,2011_1_e1rg07ex,1.073279431,37
2011_1,2011_1_o60fya1e,-0.844532832,284
2011_1,2011_1_cgwmn7ot,-0.813364497,281
2011_1,2011_1_25rqt105,1.125010886,34
2011_1,2011_1_wl0mg25b,-0.714132368,275
2011_1,2011_1_0oixs9kc,-0.615553748,266
2011_1,2011_1_ul27g6tp,0.266641591,144
2011_1,2011_1_zor87nhv,0.267319847,143
2011_1,2011_1_44wt96n3,0.809316327,71
2011_1,2011_1_u2b50psg,-1.252431755,309
2011_1,2011_1_627l8551,-0.11268279,202
2011_1,2011_1_20gpxgqj,0.30123643,139
2011_1,2011_1_w9d93n05,-0.025861946,190
2011_1,2011_1_qeya353q,0.02737451,181
2011_1,2011_1_vx8vdms0,0.120145853,167
2011_1,2011_1_87pjjt7b,-0.608488305,264
2011_1,2011_1_ijhw10jx,1.093336535,36
2011_1,2011_1_ggowxkee,-1.665658384,334
2011_1,2011_1_kpso9eaa,1.493856132,16
2011_1,2011_1_slyfd614,1.296591476,25
2011_1,2011_1_594y80o1,-1.940491557,338
2011_1,2011_1_2x5g14t3,0.962749497,47
2011_1,2011_1_662b6dg3,1.173363169,32
2011_1,2011_1_o20slrbq,-0.020905927,188
2011_1,2011_1_t602bl35,-1.645776036,332
2011_1,2011_1_hm0895pg,-0.139148962,209
2011_1,2011_1_h1y2xho3,-0.885282648,287
2011_1,2011_1_pidvy9oi,-1.640151881,331
2011_1,2011_1_ubcjixl6,-2.594439308,344
2011_1,2011_1_4q6uyy44,0.243662242,150
2011_1,2011_1_v8rjptwm,-0.206526426,217
2011_1,2011_1_xk7mrxkg,1.032067595,43
2011_1,2011_1_bkf95x64,0.863651287,60
2011_1,2011_1_5iaijhfh,0.990149186,46
2011_1,2011_1_0lzylh9y,0.172719791,155
2011_1,2011_1_jyuoze1w,-0.958827375,294
2011_1,2011_1_orhjdf7l,-0.022230028,189
2011_1,2011_1_df6bjux9,-0.597921062,263
2011_1,2011_1_dj92f1al,-0.685515585,273
2011_1,2011_1_glihf73r,0.80691221,72
2011_1,2011_1_zzdtcvpr,-0.56074419,260
2011_1,2011_1_lw32cv4r,-1.532115227,325
2011_1,2011_1_uqgw8hbc,-0.681082958,272
2011_1,2011_1_ygpjvmag,-0.40037429,245
2011_1,2011_1_5yqujvut,0.2592546,146
2011_1,2011_1_8s1zf3of,1.193906281,31
2011_1,2011_1_c8e0bgkr,-0.185831199,215
2011_1,2011_1_p9kyt795,0.412310467,121
2011_1,2011_1_42m0funb,-1.036666362,298
2011_1,2011_1_aesd9uhq,0.887904832,53
2011_1,2011_1_turmc75e,0.397108283,124
2011_1,2011_1_ujgmr6d6,-1.456247765,319
2011_1,2011_1_j0p6mjxn,-0.618950356,268
2011_1,2011_1_ouvdq530,-0.731198427,276
2011_1,2011_1_opusgof0,-0.137252265,207
2011_1,2011_1_4uhqhsvy,-1.90279375,337
2011_1,2011_1_n1g7oqj2,0.63545577,89
2011_1,2011_1_pv8s72pi,0.943488889,48
2011_1,2011_1_tlrv376j,0.127981641,164
2011_1,2011_1_zsbbri3d,-1.030200837,297
2011_1,2011_1_ffsjhquz,0.029284078,179
2011_1,2011_1_po3ukgki,0.553822921,103
2011_1,2011_1_wi0rcj6p,0.933257409,50
2011_1,2011_1_9s26yrgb,1.376840548,18
2011_1,2011_1_un4shm76,0.011437612,184
2011_1,2011_1_xpa2fzop,0.750077652,80
2011_1,2011_1_vk5urt3j,0.750247845,79
2011_1,2011_1_o8b4s4n0,0.266518143,145
2011_1,2011_1_0byhwcas,0.10444643,171
2011_1,2011_1_bgjr29qx,-0.126823036,206
2011_1,2011_1_u8onq6cu,-0.042239334,194
2011_1,2011_1_phftf746,-1.393541807,316
2011_1,2011_1_kfapmhtv,-0.074178716,199
2011_1,2011_1_j2h0ne0y,-0.375351103,241
2011_1,2011_1_dsmr4o5v,0.12180648,166
2011_1,2011_1_i1wtztev,-0.742046147,278
2011_1,2011_1_kt2g6ml9,0.468096778,115
2011_1,2011_1_phdutm4q,-0.276623235,229
